Date,Feedback,tokens,Normalized_Feedback,Punctuation_Removal,Remove_stop_words,Lematization,Clean_data,Label,Numeric_Label,Compound_Score
13-Jul-23,notice frequent power interruption please address,"['I', 'noticed', 'that', 'there', 'are', 'frequent', 'power', 'interruptions', ';', 'please', 'address', 'this', '.']","['i', 'noticed', 'that', 'there', 'are', 'frequent', 'power', 'interruptions', ';', 'please', 'address', 'this', '.']",i noticed that there are frequent power interruptions  please address this ,noticed frequent power interruptions please address,notice frequent power interruption please address,notice frequent power interruption please address,Neutral,2,-0.0516
13-Jul-23,billing process could use clarity question,"['The', 'billing', 'process', 'could', 'use', 'more', 'clarity', ';', 'I', 'have', 'some', 'questions', '.']","['the', 'billing', 'process', 'could', 'use', 'more', 'clarity', ';', 'i', 'have', 'some', 'questions', '.']",the billing process could use more clarity  i have some questions ,billing process could use clarity questions,billing process could use clarity question,billing process could use more clarity,Neutral,2,0.4019
13-Jul-23,time service good varies much,"['There', 'are', 'times', 'when', 'the', 'service', 'is', 'good', ',', 'but', 'it', 'varies', 'too', 'much', '.']","['there', 'are', 'times', 'when', 'the', 'service', 'is', 'good', ',', 'but', 'it', 'varies', 'too', 'much', '.']",there are times when the service is good  but it varies too much ,times service good varies much,time service good varies much,time service good varies much,Neutral,2,0.4404
13-Jul-23,hope see improvement communication regard outage,"['I', 'hope', 'to', 'see', 'improvements', 'in', 'communication', 'regarding', 'outages', '.']","['i', 'hope', 'to', 'see', 'improvements', 'in', 'communication', 'regarding', 'outages', '.']",i hope to see improvements in communication regarding outages ,hope see improvements communication regarding outages,hope see improvement communication regard outage,hope see improvement communication regard outage,Neutral,2,0.7096
13-Jul-23,service okay definitely area improvement,"['The', 'service', 'is', 'okay', ',', 'but', 'there', 'are', 'definitely', 'areas', 'for', 'improvement', '.']","['the', 'service', 'is', 'okay', ',', 'but', 'there', 'are', 'definitely', 'areas', 'for', 'improvement', '.']",the service is okay  but there are definitely areas for improvement ,service okay definitely areas improvement,service okay definitely area improvement,service okay definitely area improvement,Neutral,2,0.765
13-Jul-23,poor service strong wind rain yet sudden brownout,"['Poor', 'service', ',', 'there', 'is', 'no', 'strong', 'wind', 'or', 'rain', 'yet', 'there', 'is', 'sudden', 'brownout']","['poor', 'service', ',', 'there', 'is', 'no', 'strong', 'wind', 'or', 'rain', 'yet', 'there', 'is', 'sudden', 'brownout']",poor service  there is no strong wind or rain yet there is sudden brownout,poor service strong wind rain yet sudden brownout,poor service strong wind rain yet sudden brownout,poor service strong wind rain yet sudden brownout,Negative,1,0.0516
13-Jul-23,charge high always brown,"['Charge', 'is', 'too', 'high', 'and', 'always', 'brown', 'out']","['charge', 'is', 'too', 'high', 'and', 'always', 'brown', 'out']",charge is too high and always brown out,charge high always brown,charge high always brown,charge high always brownout,Negative,1,0
13-Jul-23,poor service frequent brown destroy appliance,"['Poor', 'service', ',', 'frequent', 'brown', 'out', 'is', 'destroying', 'our', 'appliances']","['poor', 'service', ',', 'frequent', 'brown', 'out', 'is', 'destroying', 'our', 'appliances']",poor service  frequent brown out is destroying our appliances,poor service frequent brown destroying appliances,poor service frequent brown destroy appliance,poor service frequent brownout destroy appliance,Negative,1,-0.765
27-Jul-23,hello iselco please fix service,"['Hello', 'Iselco', 'please', 'fix', 'the', 'service', '.']","['hello', 'iselco', 'please', 'fix', 'the', 'service', '.']",hello iselco please fix the service ,hello iselco please fix service,hello iselco please fix service,hello iselco please fix service,Neutral,2,0.3182
27-Jul-23,may applaud cashier manuel sub office morning return excess payment,"['May', 'I', 'applaud', 'the', 'cashier', 'of', 'Manuel', 'sub', 'office', 'in', 'the', 'morning', 'for', 'returning', 'my', 'excess', 'payment']","['may', 'i', 'applaud', 'the', 'cashier', 'of', 'manuel', 'sub', 'office', 'in', 'the', 'morning', 'for', 'returning', 'my', 'excess', 'payment']",may i applaud the cashier of manuel sub office in the morning for returning my excess payment,may applaud cashier manuel sub office morning returning excess payment,may applaud cashier manuel sub office morning return excess payment,may applaud cashier manuel sub office morning return excess payment,Positive,0,0.4588
01-Aug-23,salute team iselco even though hot still work fix pole electricity cable,"['I', 'salute', 'team', 'ISELCO', ',', 'even', 'though', 'it', 'is', 'so', 'hot', ',', 'they', 'are', 'still', 'working', 'to', 'fix', 'the', 'pole', 'and', 'the', 'electricity', 'cable']","['i', 'salute', 'team', 'iselco', ',', 'even', 'though', 'it', 'is', 'so', 'hot', ',', 'they', 'are', 'still', 'working', 'to', 'fix', 'the', 'pole', 'and', 'the', 'electricity', 'cable']",i salute team iselco  even though it is so hot  they are still working to fix the pole and the electricity cable,salute team iselco even though hot still working fix pole electricity cable,salute team iselco even though hot still work fix pole electricity cable,salute team iselco even though hot still work fix pole electricity cable,Positive,0,0
09-Aug-23,always brownout cause much inconvenience consumer,"['It', 'is', 'always', 'a', 'brownout', '.', 'You', 'are', 'causing', 'too', 'much', 'inconvenience', 'to', 'all', 'your', 'consumers', '.']","['it', 'is', 'always', 'a', 'brownout', '.', 'you', 'are', 'causing', 'too', 'much', 'inconvenience', 'to', 'all', 'your', 'consumers', '.']",it is always a brownout  you are causing too much inconvenience to all your consumers ,always brownout causing much inconvenience consumers,always brownout cause much inconvenience consumer,always brownout cause much inconvenience consumer,Negative,1,-0.3612
09-Aug-23,almost every month schedule power interruption maintenance electricity cost high,"['Almost', 'every', 'month', 'there', 'is', 'a', 'scheduled', 'power', 'interruption', 'for', 'maintenance', ',', 'and', 'the', 'electricity', 'costs', 'are', 'high', ',', 'too', '.']","['almost', 'every', 'month', 'there', 'is', 'a', 'scheduled', 'power', 'interruption', 'for', 'maintenance', ',', 'and', 'the', 'electricity', 'costs', 'are', 'high', ',', 'too', '.']",almost every month there is a scheduled power interruption for maintenance  and the electricity costs are high  too ,almost every month scheduled power interruption maintenance electricity costs high,almost every month schedule power interruption maintenance electricity cost high,almost every month schedule power interruption maintenance electricity cost high,Negative,1,-0.3612
10-Aug-23,iselco little rain wind power already,"['ISELCO', ',', 'just', 'a', 'little', 'rain', 'and', 'wind', 'then', 'the', 'power', 'is', 'out', 'already']","['iselco', ',', 'just', 'a', 'little', 'rain', 'and', 'wind', 'then', 'the', 'power', 'is', 'out', 'already']",iselco  just a little rain and wind then the power is out already,iselco little rain wind power already,iselco little rain wind power already,iselco little rain wind power already,Neutral,2,0
10-Aug-23,paid yesterday brownout,"['we', 'just', 'paid', 'yesterday', 'and', 'now', 'there', 'is', 'a', 'brownout', 'again']","['we', 'just', 'paid', 'yesterday', 'and', 'now', 'there', 'is', 'a', 'brownout', 'again']",we just paid yesterday and now there is a brownout again,paid yesterday brownout,paid yesterday brownout,paid yesterday brownout,Neutral,2,0
10-Aug-23,hope update consumer first shut electricity,"['We', 'hope', 'that', 'you', 'should', 'update', 'your', 'consumers', 'first', 'before', 'shuting', 'down', 'the', 'electricity']","['we', 'hope', 'that', 'you', 'should', 'update', 'your', 'consumers', 'first', 'before', 'shuting', 'down', 'the', 'electricity']",we hope that you should update your consumers first before shuting down the electricity,hope update consumers first shuting electricity,hope update consumer first before shut electricity,hope update consumer first shut electricity,Neutral,2,0.4404
10-Aug-23,grievance people take care,"['the', 'grievances', 'of', 'the', 'people', 'should', 'be', 'taken', 'care', '.']","['the', 'grievances', 'of', 'the', 'people', 'should', 'be', 'taken', 'care', '.']",the grievances of the people should be taken care ,grievances people taken care,grievance people take care,grievance people take care,Neutral,2,0.0258
10-Aug-23,cost per kilowatt electric cooperative expensive power outage frequent,"['The', 'cost', 'per', 'kilowatt', 'from', 'your', 'electric', 'cooperative', 'is', 'expensive', ',', 'but', 'power', 'outages', 'are', 'frequent', '.']","['the', 'cost', 'per', 'kilowatt', 'from', 'your', 'electric', 'cooperative', 'is', 'expensive', ',', 'but', 'power', 'outages', 'are', 'frequent', '.']",the cost per kilowatt from your electric cooperative is expensive  but power outages are frequent ,cost per kilowatt electric cooperative expensive power outages frequent,cost per kilowatt electric cooperative expensive power outage frequent,cost per kilowatt electric cooperative expensive frequent power outage,Negative,1,0
10-Aug-23,good collect bill not provide good service,"['You', 'are', 'good', 'at', 'collecting', 'bills', ',', 'but', 'you', 'can', 'not', 'provide', 'good', 'service', '.']","['you', 'are', 'good', 'at', 'collecting', 'bills', ',', 'but', 'you', 'can', 'not', 'provide', 'good', 'service', '.']",you are good at collecting bills  but you can not provide good service ,good collecting bills not provide good service,good collect bill not provide good service,good collect bill not provide good service,Negative,1,0.1265
18-Aug-23,another company iselco,"['If', 'only', 'there', 'is', 'another', 'company', 'other', 'than', 'ISELCO']","['if', 'only', 'there', 'is', 'another', 'company', 'other', 'than', 'iselco']",if only there is another company other than iselco,another company iselco,another company iselco,another company iselco,Neutral,2,0
19-Aug-23,line men responsive,"['Line', 'men', 'are', 'very', 'responsive']","['line', 'men', 'are', 'very', 'responsive']",line men are very responsive,line men responsive,line men responsive,line men responsive,Positive,0,0.3612
19-Aug-23,representative provide basic information,"['Representatives', 'provides', 'basic', 'information']","['representatives', 'provides', 'basic', 'information']",representatives provides basic information,representatives provides basic information,representative provide basic information,representative provide basic information,Positive,0,0
19-Aug-23,line men responsive respond cable line cut,"['The', 'line', 'men', 'is', 'very', 'responsive', 'in', 'responding', 'on', 'the', 'cable', 'line', 'that', 'is', 'cut']","['the', 'line', 'men', 'is', 'very', 'responsive', 'in', 'responding', 'on', 'the', 'cable', 'line', 'that', 'is', 'cut']",the line men is very responsive in responding on the cable line that is cut,line men responsive responding cable line cut,line men responsive respond cable line cut,line men responsive respond cable line cut,Positive,0,0.1027
19-Aug-23,fix power shortage already destroy appliance,"['Fix', 'the', 'power', 'shortage', 'already', ',', 'it', 'is', 'destroying', 'the', 'appliances']","['fix', 'the', 'power', 'shortage', 'already', ',', 'it', 'is', 'destroying', 'the', 'appliances']",fix the power shortage already  it is destroying the appliances,fix power shortage already destroying appliances,fix power shortage already destroy appliance,fix power shortage already destroy appliance,Negative,1,-0.6705
19-Aug-23,trip air start blowing already black,"['Are', 'you', 'tripping', '?', 'The', 'air', 'just', 'started', 'blowing', 'and', 'it', 'is', 'already', 'black', 'out']","['are', 'you', 'tripping', '?', 'the', 'air', 'just', 'started', 'blowing', 'and', 'it', 'is', 'already', 'black', 'out']",are you tripping  the air just started blowing and it is already black out,tripping air started blowing already black,trip air start blowing already brownout,trip air start blowing already black,Negative,1,0
