Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Self Control,Addiction Level,CurrentActivity,ConnectionType,Average Video Length,Engagement Rate,Time Spent Per Session
49,Male,Vietnam,87628,True,False,Engineer,Rural,Instagram,213,18,20,9301,5,21,16,92,Night,8,2,10,0,At school,Mobile Data,1.3125,581.3125,11.833333333333334
51,Male,Germany,48220,False,True,Teacher,Rural,YouTube,257,5,22,8722,8,23,2,39,Afternoon,9,1,10,0,At school,Mobile Data,11.5,4361.0,51.4
45,Male,Mexico,94085,True,False,Waiting staff,Urban,Instagram,223,6,14,9262,4,20,29,4,Night,6,4,8,2,Commuting,Mobile Data,0.6896551724137931,319.37931034482756,37.166666666666664
48,Male,India,42031,False,True,Teacher,Urban,YouTube,224,17,5,3136,2,29,4,64,Night,3,7,5,5,At home,Mobile Data,7.25,784.0,13.176470588235293
25,Male,Indonesia,90721,True,False,Cashier,Rural,Instagram,167,11,9,9154,3,10,29,74,Afternoon,8,2,10,0,At home,Mobile Data,0.3448275862068966,315.6551724137931,15.181818181818182
56,Male,Philippines,91312,True,True,Students,Rural,Facebook,78,16,8,6618,9,13,31,6,Afternoon,8,2,10,0,At home,Mobile Data,0.41935483870967744,213.48387096774192,4.875
43,Male,United States,79766,True,False,Labor/Worker,Rural,TikTok,94,9,2,5265,9,15,17,57,Night,3,7,5,5,Commuting,Mobile Data,0.8823529411764706,309.70588235294116,10.444444444444445
51,Female,Vietnam,32449,False,True,Artist,Rural,Facebook,276,2,28,7089,8,23,10,30,Morning,3,7,5,5,Commuting,Mobile Data,2.3,708.9,138.0
20,Female,India,76699,True,False,Students,Urban,YouTube,78,5,16,7965,8,18,27,99,Night,6,4,8,2,At home,Mobile Data,0.6666666666666666,295.0,15.6
29,Other,Germany,66092,True,True,Students,Rural,Facebook,108,1,13,9597,8,23,41,74,Evening,3,7,5,5,At home,Mobile Data,0.5609756097560976,234.0731707317073,108.0
18,Female,Pakistan,83671,True,False,Students,Rural,TikTok,225,4,7,8708,8,4,15,96,Afternoon,6,4,8,2,At home,Mobile Data,0.26666666666666666,580.5333333333333,56.25
61,Other,India,30350,False,True,Students,Rural,Facebook,170,4,16,6569,8,20,44,67,Afternoon,8,2,10,0,At school,Mobile Data,0.45454545454545453,149.29545454545453,42.5
22,Male,Mexico,88487,True,False,Labor/Worker,Urban,YouTube,103,3,7,1491,1,17,31,90,Evening,8,2,10,0,At work,Mobile Data,0.5483870967741935,48.096774193548384,34.333333333333336
47,Male,India,37622,False,True,Students,Urban,YouTube,183,9,27,5213,6,28,21,15,Night,9,1,10,0,At school,Wi-Fi,1.3333333333333333,248.23809523809524,20.333333333333332
47,Male,Barzil,90263,True,False,Labor/Worker,Rural,Facebook,174,12,14,4228,9,3,41,17,Night,3,7,5,5,At work,Mobile Data,0.07317073170731707,103.1219512195122,14.5
34,Male,Japan,73117,True,True,Waiting staff,Rural,TikTok,124,10,14,7508,8,21,46,91,Night,8,2,10,0,At work,Wi-Fi,0.45652173913043476,163.2173913043478,12.4
64,Other,Japan,78394,True,False,Students,Rural,Facebook,229,2,12,4409,3,21,45,18,Evening,8,2,10,0,At school,Mobile Data,0.4666666666666667,97.97777777777777,114.5
40,Female,Mexico,43782,False,True,Artist,Rural,TikTok,40,11,1,590,1,2,26,19,Afternoon,6,4,8,2,At work,Mobile Data,0.07692307692307693,22.692307692307693,3.6363636363636362
32,Female,Germany,48454,False,True,Cashier,Rural,Instagram,20,10,1,7379,2,4,38,76,Afternoon,3,7,5,5,At school,Mobile Data,0.10526315789473684,194.18421052631578,2.0
54,Male,Vietnam,87904,True,True,Labor/Worker,Rural,TikTok,139,6,12,9735,2,1,36,88,Night,8,2,10,0,At home,Wi-Fi,0.027777777777777776,270.4166666666667,23.166666666666668
38,Male,Pakistan,35592,False,True,Labor/Worker,Urban,Instagram,114,18,20,3056,7,15,17,69,Morning,6,4,8,2,At school,Mobile Data,0.8823529411764706,179.76470588235293,6.333333333333333
31,Male,Japan,42173,False,False,Students,Urban,Facebook,36,2,21,2206,6,25,3,24,Evening,6,4,8,2,At work,Wi-Fi,8.333333333333334,735.3333333333334,18.0
19,Male,India,53204,True,True,Driver,Rural,TikTok,236,2,15,2708,2,1,14,91,Evening,8,2,10,0,At home,Wi-Fi,0.07142857142857142,193.42857142857142,118.0
28,Female,Indonesia,55596,True,False,Labor/Worker,Urban,Instagram,11,10,4,5981,8,6,49,48,Evening,8,2,10,0,At work,Wi-Fi,0.12244897959183673,122.06122448979592,1.1
56,Other,United States,54324,True,True,Students,Rural,Instagram,110,16,7,5722,9,7,13,30,Night,6,4,8,2,At school,Wi-Fi,0.5384615384615384,440.15384615384613,6.875
55,Male,United States,81202,True,False,Waiting staff,Rural,Instagram,30,12,16,747,7,19,41,15,Afternoon,8,2,10,0,At home,Wi-Fi,0.4634146341463415,18.21951219512195,2.5
51,Male,United States,50750,True,True,Manager,Urban,YouTube,67,1,3,8992,4,12,27,47,Evening,3,7,5,5,At work,Mobile Data,0.4444444444444444,333.037037037037,67.0
55,Male,Vietnam,96112,True,False,Students,Rural,Facebook,189,8,7,6553,1,1,1,44,Night,6,4,8,2,At home,Mobile Data,1.0,6553.0,23.625
51,Male,India,36566,False,True,Waiting staff,Urban,Instagram,29,16,29,1497,4,7,17,98,Morning,6,4,8,2,At school,Wi-Fi,0.4117647058823529,88.05882352941177,1.8125
35,Male,India,27190,False,False,Students,Urban,TikTok,264,18,24,1379,4,19,48,27,Evening,3,7,5,5,At work,Mobile Data,0.3958333333333333,28.729166666666668,14.666666666666666
47,Male,Mexico,58333,True,True,Labor/Worker,Urban,Instagram,47,13,22,8871,8,13,34,84,Night,3,7,5,5,Commuting,Mobile Data,0.38235294117647056,260.9117647058824,3.6153846153846154
32,Female,United States,21589,False,False,Labor/Worker,Rural,YouTube,157,15,6,7360,4,26,14,64,Evening,6,4,8,2,At school,Wi-Fi,1.8571428571428572,525.7142857142857,10.466666666666667
44,Female,India,45235,False,True,Students,Rural,Facebook,34,12,16,3770,4,12,17,41,Afternoon,6,4,8,2,At home,Mobile Data,0.7058823529411765,221.76470588235293,2.8333333333333335
51,Other,Pakistan,20159,False,False,Students,Urban,YouTube,130,8,24,3342,2,12,3,96,Night,8,2,10,0,At home,Mobile Data,4.0,1114.0,16.25
55,Female,Barzil,32145,False,True,Waiting staff,Rural,YouTube,35,10,8,9088,7,22,34,68,Night,8,2,10,0,At work,Mobile Data,0.6470588235294118,267.29411764705884,3.5
50,Male,Barzil,51921,True,False,Students,Rural,YouTube,178,14,23,1546,4,13,40,5,Morning,6,4,8,2,At home,Mobile Data,0.325,38.65,12.714285714285714
41,Male,India,36237,False,True,Driver,Rural,TikTok,234,5,22,3126,6,28,25,53,Evening,6,4,8,2,At home,Mobile Data,1.12,125.04,46.8
32,Male,Vietnam,28244,False,False,Manager,Rural,Facebook,10,18,6,5889,3,14,2,8,Afternoon,8,2,10,0,At work,Mobile Data,7.0,2944.5,0.5555555555555556
47,Male,Japan,34743,False,True,Students,Urban,Facebook,270,19,10,6208,7,22,34,22,Evening,8,2,10,0,At work,Wi-Fi,0.6470588235294118,182.58823529411765,14.210526315789474
59,Female,India,66101,True,True,Waiting staff,Rural,TikTok,22,15,16,8875,6,12,26,7,Night,3,7,5,5,At home,Mobile Data,0.46153846153846156,341.34615384615387,1.4666666666666666
34,Female,United States,76378,True,True,Labor/Worker,Urban,Facebook,57,6,11,1295,3,20,31,22,Morning,8,2,10,0,Commuting,Mobile Data,0.6451612903225806,41.774193548387096,9.5
22,Female,Philippines,91126,True,True,Students,Rural,YouTube,103,11,13,1385,4,12,9,46,Evening,6,4,8,2,At home,Mobile Data,1.3333333333333333,153.88888888888889,9.363636363636363
46,Male,United States,76071,True,False,Students,Rural,Facebook,270,11,29,942,5,27,30,30,Evening,3,7,5,5,At home,Mobile Data,0.9,31.4,24.545454545454547
21,Female,Mexico,91121,True,True,Engineer,Rural,TikTok,287,18,6,3280,9,6,20,16,Afternoon,8,2,10,0,Commuting,Mobile Data,0.3,164.0,15.944444444444445
27,Other,Mexico,94763,True,False,Labor/Worker,Rural,YouTube,214,18,24,1033,6,27,21,79,Evening,3,7,5,5,At home,Mobile Data,1.2857142857142858,49.19047619047619,11.88888888888889
34,Male,Barzil,32237,False,True,Artist,Rural,TikTok,194,10,1,2786,4,10,29,5,Evening,3,7,5,5,At work,Mobile Data,0.3448275862068966,96.06896551724138,19.4
27,Male,Barzil,35649,False,False,Labor/Worker,Urban,Instagram,184,2,21,2233,7,20,25,67,Evening,3,7,5,5,At school,Mobile Data,0.8,89.32,92.0
34,Male,Vietnam,57713,True,True,Manager,Rural,YouTube,78,9,19,1620,2,29,38,23,Evening,3,7,5,5,At work,Mobile Data,0.7631578947368421,42.63157894736842,8.666666666666666
37,Male,Germany,93463,True,False,Waiting staff,Rural,YouTube,113,14,12,3535,4,24,44,61,Evening,6,4,8,2,At work,Mobile Data,0.5454545454545454,80.3409090909091,8.071428571428571
41,Male,Indonesia,65409,True,True,Labor/Worker,Rural,Facebook,255,19,24,3205,5,9,25,74,Night,8,2,10,0,At school,Wi-Fi,0.36,128.2,13.421052631578947
22,Other,Indonesia,68766,True,False,Driver,Rural,YouTube,170,10,27,2882,4,2,9,5,Evening,3,7,5,5,At work,Wi-Fi,0.2222222222222222,320.22222222222223,17.0
51,Female,Germany,66154,True,True,Waiting staff,Urban,TikTok,209,4,6,170,4,7,39,23,Evening,8,2,10,0,At home,Mobile Data,0.1794871794871795,4.358974358974359,52.25
23,Female,Japan,27016,False,False,Labor/Worker,Rural,Facebook,225,6,18,8140,9,9,44,79,Evening,6,4,8,2,At work,Mobile Data,0.20454545454545456,185.0,37.5
19,Male,Indonesia,99563,True,True,Artist,Urban,Instagram,221,14,13,9745,2,25,26,82,Night,8,2,10,0,At school,Mobile Data,0.9615384615384616,374.8076923076923,15.785714285714286
30,Male,Vietnam,68688,True,False,Labor/Worker,Urban,TikTok,25,4,7,3897,6,12,37,25,Afternoon,6,4,8,2,At school,Mobile Data,0.32432432432432434,105.32432432432432,6.25
60,Female,Philippines,74238,True,True,Labor/Worker,Urban,Instagram,214,15,23,9787,8,5,16,8,Morning,3,7,5,5,At home,Mobile Data,0.3125,611.6875,14.266666666666667
60,Male,Philippines,78608,True,False,Waiting staff,Rural,Instagram,48,16,13,9815,8,1,37,95,Night,3,7,5,5,At home,Mobile Data,0.02702702702702703,265.27027027027026,3.0
28,Female,India,51897,True,True,Driver,Rural,Instagram,98,7,21,4122,7,22,12,21,Afternoon,3,7,5,5,Commuting,Wi-Fi,1.8333333333333333,343.5,14.0
64,Female,India,70961,True,False,Teacher,Rural,YouTube,265,17,8,5109,4,15,24,2,Afternoon,3,7,5,5,Commuting,Mobile Data,0.625,212.875,15.588235294117647
40,Male,Philippines,88703,True,True,Labor/Worker,Rural,TikTok,263,19,21,9283,7,8,26,22,Night,3,7,5,5,At work,Mobile Data,0.3076923076923077,357.03846153846155,13.842105263157896
33,Female,United States,64757,True,True,Waiting staff,Urban,TikTok,225,19,17,2837,6,1,20,72,Afternoon,3,7,5,5,At school,Mobile Data,0.05,141.85,11.842105263157896
48,Other,United States,46917,False,True,Students,Urban,YouTube,181,17,9,8599,6,18,9,87,Evening,6,4,8,2,At school,Mobile Data,2.0,955.4444444444445,10.647058823529411
28,Male,Germany,42736,False,True,Students,Rural,Facebook,146,6,20,5228,2,13,23,96,Night,3,7,5,5,Commuting,Mobile Data,0.5652173913043478,227.30434782608697,24.333333333333332
33,Other,India,47990,False,False,Waiting staff,Urban,Instagram,187,11,13,4169,8,29,39,72,Evening,3,7,5,5,At home,Mobile Data,0.7435897435897436,106.8974358974359,17.0
25,Other,India,82551,True,True,Engineer,Urban,TikTok,86,16,2,6721,8,1,29,68,Evening,3,7,5,5,At school,Mobile Data,0.034482758620689655,231.75862068965517,5.375
21,Male,Barzil,78161,True,False,Labor/Worker,Rural,YouTube,197,8,4,679,7,5,31,64,Night,8,2,10,0,At school,Mobile Data,0.16129032258064516,21.903225806451612,24.625
57,Other,Mexico,99623,True,True,Labor/Worker,Urban,Instagram,24,11,29,7429,9,18,19,94,Afternoon,9,1,10,0,At school,Mobile Data,0.9473684210526315,391.0,2.1818181818181817
21,Female,Vietnam,42440,False,False,Waiting staff,Rural,Facebook,223,7,25,5487,8,16,20,19,Afternoon,8,2,10,0,At home,Mobile Data,0.8,274.35,31.857142857142858
42,Female,Philippines,55205,True,True,Students,Urban,Facebook,217,19,2,236,9,26,23,87,Night,6,4,8,2,Commuting,Mobile Data,1.1304347826086956,10.26086956521739,11.421052631578947
20,Female,Indonesia,75103,True,False,Students,Rural,Instagram,178,10,4,6804,9,10,43,82,Night,3,7,5,5,At school,Mobile Data,0.23255813953488372,158.2325581395349,17.8
49,Male,Germany,90812,True,True,Driver,Rural,Facebook,289,9,18,2423,6,4,27,53,Evening,8,2,10,0,At school,Wi-Fi,0.14814814814814814,89.74074074074075,32.111111111111114
20,Other,United States,61627,True,False,Labor/Worker,Rural,TikTok,155,4,5,1032,2,1,30,93,Evening,6,4,8,2,Commuting,Wi-Fi,0.03333333333333333,34.4,38.75
44,Male,Philippines,39008,False,True,Engineer,Rural,TikTok,272,15,19,6339,7,23,21,87,Night,3,7,5,5,At home,Mobile Data,1.0952380952380953,301.85714285714283,18.133333333333333
46,Female,India,91274,True,False,Waiting staff,Rural,TikTok,13,13,10,2940,3,8,44,97,Morning,3,7,5,5,At home,Mobile Data,0.18181818181818182,66.81818181818181,1.0
49,Other,Mexico,52402,True,True,Students,Rural,Facebook,99,2,18,5409,7,5,35,52,Evening,3,7,5,5,At work,Mobile Data,0.14285714285714285,154.54285714285714,49.5
36,Other,India,73384,True,False,Students,Rural,TikTok,69,2,25,3132,9,2,49,47,Night,3,7,5,5,At school,Mobile Data,0.04081632653061224,63.91836734693877,34.5
38,Male,Indonesia,25793,False,True,Teacher,Rural,YouTube,25,16,21,7080,2,24,7,82,Evening,8,2,10,0,At home,Mobile Data,3.4285714285714284,1011.4285714285714,1.5625
22,Male,India,25571,False,False,Manager,Urban,TikTok,236,9,10,4942,6,17,22,54,Evening,3,7,5,5,Commuting,Wi-Fi,0.7727272727272727,224.63636363636363,26.22222222222222
35,Female,Barzil,36209,False,True,Students,Rural,TikTok,38,13,5,6961,6,7,10,44,Morning,3,7,5,5,At home,Mobile Data,0.7,696.1,2.923076923076923
45,Male,Philippines,63148,True,False,Waiting staff,Rural,Facebook,160,3,17,7730,9,17,23,97,Afternoon,8,2,10,0,At school,Mobile Data,0.7391304347826086,336.0869565217391,53.333333333333336
59,Male,Barzil,22224,False,True,Students,Rural,TikTok,254,9,22,633,9,28,15,7,Evening,3,7,5,5,At home,Mobile Data,1.8666666666666667,42.2,28.22222222222222
39,Male,Vietnam,68695,True,True,Engineer,Urban,Instagram,279,13,13,6822,5,6,30,92,Night,3,7,5,5,At school,Wi-Fi,0.2,227.4,21.46153846153846
38,Male,Japan,52441,True,True,Students,Rural,YouTube,88,2,23,4103,5,29,34,1,Evening,8,2,10,0,At work,Wi-Fi,0.8529411764705882,120.67647058823529,44.0
23,Female,United States,59129,True,True,Waiting staff,Rural,Facebook,298,8,17,9584,9,22,13,63,Evening,8,2,10,0,At home,Mobile Data,1.6923076923076923,737.2307692307693,37.25
18,Other,Mexico,82368,True,False,Waiting staff,Urban,YouTube,162,9,9,6487,8,15,4,98,Morning,8,2,10,0,At school,Wi-Fi,3.75,1621.75,18.0
22,Female,Pakistan,64760,True,True,Artist,Rural,Instagram,286,16,24,3446,7,5,18,39,Night,3,7,5,5,At school,Mobile Data,0.2777777777777778,191.44444444444446,17.875
58,Other,Pakistan,43478,False,False,Labor/Worker,Urban,Facebook,288,2,12,5738,8,15,23,19,Evening,3,7,5,5,At work,Mobile Data,0.6521739130434783,249.47826086956522,144.0
29,Other,Mexico,91854,True,True,Waiting staff,Urban,Facebook,66,6,14,3098,6,18,33,31,Afternoon,8,2,10,0,Commuting,Mobile Data,0.5454545454545454,93.87878787878788,11.0
43,Male,India,32180,False,False,Labor/Worker,Rural,TikTok,195,8,14,8097,3,18,34,77,Morning,8,2,10,0,At home,Mobile Data,0.5294117647058824,238.14705882352942,24.375
63,Male,Vietnam,35372,False,True,Students,Rural,YouTube,102,5,8,5476,7,25,34,24,Afternoon,8,2,10,0,At work,Mobile Data,0.7352941176470589,161.05882352941177,20.4
51,Male,United States,49796,False,False,Labor/Worker,Rural,Instagram,285,9,23,8253,8,21,36,69,Afternoon,3,7,5,5,At school,Mobile Data,0.5833333333333334,229.25,31.666666666666668
31,Male,India,78272,True,True,Students,Urban,Instagram,167,1,5,5181,8,21,35,87,Night,3,7,5,5,At school,Mobile Data,0.6,148.02857142857144,167.0
43,Female,India,74040,True,False,Students,Rural,Facebook,284,9,19,1817,1,23,17,83,Morning,3,7,5,5,At home,Mobile Data,1.3529411764705883,106.88235294117646,31.555555555555557
62,Other,United States,95357,True,True,Labor/Worker,Rural,TikTok,190,10,28,8824,7,6,28,65,Night,8,2,10,0,At home,Mobile Data,0.21428571428571427,315.14285714285717,19.0
44,Male,Mexico,91368,True,False,Students,Rural,Facebook,86,4,14,4887,3,2,14,33,Morning,8,2,10,0,At school,Wi-Fi,0.14285714285714285,349.07142857142856,21.5
26,Male,India,98356,True,True,Driver,Rural,Facebook,160,3,9,2598,2,27,34,59,Evening,3,7,5,5,At school,Mobile Data,0.7941176470588235,76.41176470588235,53.333333333333336
43,Other,Pakistan,36211,False,False,Students,Rural,Facebook,247,10,7,9492,2,17,48,33,Evening,8,2,10,0,At home,Wi-Fi,0.3541666666666667,197.75,24.7
64,Male,India,25842,False,True,Manager,Urban,Facebook,298,15,27,2653,8,21,11,32,Morning,3,7,5,5,At home,Mobile Data,1.9090909090909092,241.1818181818182,19.866666666666667
39,Male,Germany,83115,True,False,Engineer,Rural,Instagram,240,11,26,1454,9,4,13,59,Night,3,7,5,5,At school,Mobile Data,0.3076923076923077,111.84615384615384,21.818181818181817
64,Male,Japan,86852,True,True,Labor/Worker,Rural,Instagram,27,14,26,1138,3,12,33,92,Night,6,4,8,2,At school,Mobile Data,0.36363636363636365,34.484848484848484,1.9285714285714286
47,Female,Pakistan,65968,True,False,Students,Urban,Facebook,82,6,8,5807,3,19,2,41,Afternoon,8,2,10,0,At school,Mobile Data,9.5,2903.5,13.666666666666666
60,Male,United States,37508,False,True,Students,Rural,Facebook,198,12,14,3192,6,2,34,12,Evening,8,2,10,0,At school,Mobile Data,0.058823529411764705,93.88235294117646,16.5
34,Other,Barzil,42005,False,True,Students,Rural,TikTok,26,13,22,6116,1,26,29,73,Evening,3,7,5,5,At home,Wi-Fi,0.896551724137931,210.89655172413794,2.0
43,Other,Germany,74575,True,True,Students,Rural,Facebook,28,17,28,3759,6,2,37,11,Night,3,7,5,5,At school,Wi-Fi,0.05405405405405406,101.5945945945946,1.6470588235294117
53,Other,Germany,38971,False,True,Waiting staff,Rural,Instagram,228,16,14,3029,3,14,4,97,Evening,6,4,8,2,At work,Mobile Data,3.5,757.25,14.25
18,Female,India,45599,False,False,Waiting staff,Rural,YouTube,129,3,11,9552,4,15,12,19,Night,6,4,8,2,At home,Wi-Fi,1.25,796.0,43.0
25,Female,Japan,86914,True,True,Waiting staff,Rural,Instagram,110,2,14,5095,9,20,26,54,Night,8,2,10,0,At home,Mobile Data,0.7692307692307693,195.96153846153845,55.0
52,Male,Philippines,87055,True,False,Teacher,Rural,TikTok,43,11,21,63,3,2,28,57,Night,3,7,5,5,At home,Mobile Data,0.07142857142857142,2.25,3.909090909090909
32,Female,Japan,25355,False,True,Artist,Rural,Instagram,93,9,8,1345,1,4,3,42,Evening,3,7,5,5,At home,Mobile Data,1.3333333333333333,448.3333333333333,10.333333333333334
64,Female,United States,74120,True,False,Students,Rural,YouTube,205,3,3,974,3,19,20,98,Afternoon,9,1,10,0,At home,Wi-Fi,0.95,48.7,68.33333333333333
39,Female,United States,94619,True,True,Manager,Rural,Facebook,211,18,28,4161,7,9,10,71,Afternoon,6,4,8,2,At school,Wi-Fi,0.9,416.1,11.722222222222221
31,Male,Indonesia,58342,True,False,Waiting staff,Rural,YouTube,20,15,29,5962,7,7,18,31,Evening,6,4,8,2,At home,Wi-Fi,0.3888888888888889,331.22222222222223,1.3333333333333333
43,Female,Pakistan,98860,True,True,Waiting staff,Rural,Facebook,227,14,29,9814,5,13,27,52,Night,8,2,10,0,At home,Mobile Data,0.48148148148148145,363.48148148148147,16.214285714285715
45,Male,Pakistan,22257,False,False,Waiting staff,Urban,Facebook,262,2,23,8649,1,27,31,2,Afternoon,8,2,10,0,At school,Mobile Data,0.8709677419354839,279.0,131.0
40,Male,Pakistan,47364,False,True,Waiting staff,Urban,Instagram,231,17,18,6596,8,12,27,83,Evening,3,7,5,5,At home,Wi-Fi,0.4444444444444444,244.2962962962963,13.588235294117647
31,Male,Indonesia,44972,False,False,Labor/Worker,Rural,Instagram,89,8,3,3330,8,3,42,38,Afternoon,9,1,10,0,At home,Wi-Fi,0.07142857142857142,79.28571428571429,11.125
41,Male,Vietnam,46654,False,True,Waiting staff,Rural,Instagram,16,10,13,1740,2,13,1,32,Morning,8,2,10,0,At home,Wi-Fi,13.0,1740.0,1.6
19,Other,India,49320,False,False,Waiting staff,Rural,TikTok,281,18,12,6055,3,15,6,10,Night,3,7,5,5,At work,Wi-Fi,2.5,1009.1666666666666,15.61111111111111
62,Male,Japan,40808,False,True,Engineer,Urban,Instagram,236,19,15,6321,4,14,11,8,Evening,9,1,10,0,Commuting,Mobile Data,1.2727272727272727,574.6363636363636,12.421052631578947
43,Male,India,72389,True,False,Engineer,Urban,TikTok,25,8,18,1954,1,24,34,90,Afternoon,8,2,10,0,At school,Mobile Data,0.7058823529411765,57.470588235294116,3.125
31,Female,United States,54773,True,True,Cashier,Urban,Instagram,21,8,5,279,4,9,39,94,Night,8,2,10,0,Commuting,Wi-Fi,0.23076923076923078,7.153846153846154,2.625
24,Female,Japan,71168,True,False,Labor/Worker,Rural,Facebook,250,3,7,2391,5,13,20,75,Evening,6,4,8,2,At school,Wi-Fi,0.65,119.55,83.33333333333333
20,Other,United States,47747,False,True,Waiting staff,Rural,TikTok,30,3,11,9232,3,23,21,20,Afternoon,3,7,5,5,At school,Mobile Data,1.0952380952380953,439.6190476190476,10.0
64,Female,Germany,96396,True,True,Waiting staff,Urban,YouTube,187,12,26,6439,2,22,21,20,Morning,8,2,10,0,At work,Mobile Data,1.0476190476190477,306.6190476190476,15.583333333333334
40,Other,India,77505,True,True,Teacher,Rural,TikTok,237,17,27,961,6,4,18,9,Evening,6,4,8,2,At home,Mobile Data,0.2222222222222222,53.388888888888886,13.941176470588236
63,Female,Barzil,38135,False,True,Labor/Worker,Urban,TikTok,282,4,11,6827,8,21,21,72,Evening,3,7,5,5,At work,Mobile Data,1.0,325.0952380952381,70.5
60,Other,Indonesia,67377,True,False,Artist,Rural,YouTube,297,17,27,1217,7,8,19,15,Afternoon,6,4,8,2,At work,Mobile Data,0.42105263157894735,64.05263157894737,17.470588235294116
64,Female,Mexico,43554,False,True,Waiting staff,Rural,TikTok,143,14,15,8566,1,3,4,98,Afternoon,3,7,5,5,At home,Wi-Fi,0.75,2141.5,10.214285714285714
62,Female,India,82491,True,False,Labor/Worker,Rural,Facebook,292,19,10,6007,4,2,13,88,Night,3,7,5,5,At home,Mobile Data,0.15384615384615385,462.0769230769231,15.368421052631579
35,Female,United States,75621,True,True,Labor/Worker,Rural,Instagram,162,9,15,4130,3,19,18,97,Evening,8,2,10,0,At work,Mobile Data,1.0555555555555556,229.44444444444446,18.0
55,Female,Pakistan,78283,True,False,Waiting staff,Rural,YouTube,75,12,13,1392,6,28,29,63,Evening,8,2,10,0,At home,Mobile Data,0.9655172413793104,48.0,6.25
52,Female,United States,36923,False,True,Cashier,Rural,Instagram,146,5,14,2076,9,23,25,91,Night,6,4,8,2,At work,Mobile Data,0.92,83.04,29.2
32,Male,Philippines,67591,True,False,Waiting staff,Rural,Facebook,101,11,17,8966,9,8,13,21,Afternoon,6,4,8,2,At home,Mobile Data,0.6153846153846154,689.6923076923077,9.181818181818182
42,Male,United States,82261,True,True,Manager,Rural,YouTube,268,3,13,4316,7,17,27,5,Afternoon,3,7,5,5,At school,Mobile Data,0.6296296296296297,159.85185185185185,89.33333333333333
54,Male,United States,74336,True,False,Students,Rural,Instagram,112,15,10,6196,9,13,19,35,Night,8,2,10,0,At work,Wi-Fi,0.6842105263157895,326.10526315789474,7.466666666666667
45,Male,Pakistan,94083,True,True,Waiting staff,Rural,Instagram,64,14,25,4589,8,7,49,85,Afternoon,8,2,10,0,At school,Mobile Data,0.14285714285714285,93.65306122448979,4.571428571428571
27,Male,Mexico,80948,True,False,Manager,Rural,Facebook,266,11,1,8142,5,9,1,68,Evening,6,4,8,2,Commuting,Wi-Fi,9.0,8142.0,24.181818181818183
56,Other,Indonesia,53002,True,True,Labor/Worker,Rural,Instagram,110,8,1,6260,9,12,38,48,Evening,8,2,10,0,At school,Mobile Data,0.3157894736842105,164.73684210526315,13.75
34,Male,India,93016,True,False,Manager,Rural,Facebook,207,4,15,8471,7,29,19,80,Morning,8,2,7,3,Commuting,Mobile Data,1.5263157894736843,445.8421052631579,51.75
56,Other,Pakistan,46672,False,True,Driver,Rural,TikTok,235,12,16,7897,5,14,1,95,Morning,6,4,8,2,At home,Wi-Fi,14.0,7897.0,19.583333333333332
39,Male,United States,24213,False,False,Cashier,Rural,Facebook,246,8,12,4841,8,14,40,90,Evening,6,4,8,2,At home,Mobile Data,0.35,121.025,30.75
43,Male,Indonesia,30293,False,True,Students,Rural,TikTok,35,6,26,7161,7,15,17,62,Afternoon,6,4,8,2,At school,Mobile Data,0.8823529411764706,421.2352941176471,5.833333333333333
61,Female,United States,75860,True,False,Students,Rural,YouTube,130,15,24,9666,9,3,21,35,Morning,3,7,5,5,At home,Mobile Data,0.14285714285714285,460.2857142857143,8.666666666666666
42,Female,Indonesia,82507,True,True,Engineer,Rural,Instagram,191,12,6,1059,1,15,22,70,Night,3,7,5,5,At school,Mobile Data,0.6818181818181818,48.13636363636363,15.916666666666666
34,Female,Mexico,77134,True,True,Engineer,Rural,Facebook,208,16,6,1922,9,19,15,97,Afternoon,8,2,10,0,At home,Wi-Fi,1.2666666666666666,128.13333333333333,13.0
30,Female,Barzil,22100,False,True,Labor/Worker,Rural,Facebook,264,16,12,6101,7,24,39,21,Morning,3,7,5,5,At school,Mobile Data,0.6153846153846154,156.43589743589743,16.5
37,Other,United States,81997,True,True,Artist,Urban,Instagram,131,4,25,4592,1,20,48,80,Afternoon,8,2,10,0,At home,Mobile Data,0.4166666666666667,95.66666666666667,32.75
42,Female,Pakistan,48172,False,False,Waiting staff,Rural,Instagram,40,11,15,6349,1,14,39,39,Evening,9,1,10,0,At home,Mobile Data,0.358974358974359,162.7948717948718,3.6363636363636362
21,Other,Indonesia,40132,False,True,Artist,Rural,YouTube,294,13,4,2473,5,8,32,34,Night,8,2,10,0,At work,Mobile Data,0.25,77.28125,22.615384615384617
27,Male,United States,38199,False,False,Students,Urban,YouTube,115,9,24,8108,8,5,49,15,Night,6,4,8,2,At school,Wi-Fi,0.10204081632653061,165.46938775510205,12.777777777777779
20,Male,Vietnam,56609,True,True,Waiting staff,Rural,Facebook,233,4,4,8096,9,19,4,6,Evening,6,4,8,2,At home,Mobile Data,4.75,2024.0,58.25
58,Female,Japan,62965,True,False,Manager,Rural,YouTube,282,12,2,6748,6,4,44,66,Morning,8,2,10,0,At school,Mobile Data,0.09090909090909091,153.36363636363637,23.5
